,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
188,___avikaaaaa,"Somehow I found a way to get lost in u @itsSSR 💕
Sush is an angel from heaven 🦋🖇️
This user demands justice for SSR and Disha ✊🔱",,381,834,77411,2,"@HeliPandya8 @narendramodi @KirenRijiju @IPS_Association @itsSSR @HMOIndia @AmitShah @RijijuOffice @DoPTGoI Good afternoon 🌻

Y No Justice 4 SSR Yet",[]
189,kalishanmuga,abyz,gmail.com,235,18,3487,121,The massive victory of the Bharatiya Janata Party in the Assam Municipal Elections shows the unwavering faith of the people of Assam in the PM Shri @narendramodi ji's development centric model of governance.,[]
190,AlongImna,"Minister of Higher Education & Tribal Affairs, GoN. 
State President, BJP Nagaland","Ministers Hill,  Kohima",349,13455,8306,16,"Here are today’s #CabinetDecisions approved by the Union Cabinet, chaired by PM @narendramodi. https://t.co/1MIqqzWntj",['CabinetDecisions']
191,Di_Classified,जयतु जयतु भारतम् 🇮🇳🚩,,36,29,3757,188,"Adarniya Pradhan Mantri Ji: Guided by your grand vision and robust roadmap for NE's progress, Assam has pursued the path of prosperity of all. BJP &amp; allies have been working relentlessly to address aspirations of people. Immensely blessed with your good wishes.

@narendramodi https://t.co/F7Z70qAI63",[]
192,SurbhiAgnihotr5,😍😍😍,,360,261,9969,126,"Today I had the opportunity to interact with Dr. M.M Anand, Chairman, Anand Group of Colleges and his son Shaurya Anand. We had an intellectual discussion on National Policy on Education launched by Hon'ble @narendramodi ji and also on modernizing the education sector in Punjab. https://t.co/3pCovZyZZb",[]
193,SonuOjha25,sports man  and student Msc chemistry honours,"Chapra, Bihar , India",4773,2558,119116,39,"Infrastructure development gets big boost. 

Cabinet led by PM @NarendraModi ji clears setting up of National Land Monetization Corporation.

It will help monetise unused &amp; under-used assets &amp; create substantial revenue. https://t.co/QaQRIrGHRS",[]
194,bjprajeshkanna,"Director,NFDC,Govt of India.","Chennai, India",488,378,3828,2614,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
195,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187361,0,"@ChouhanShivraj @BJP4Assam @narendramodi @himantabiswa I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
196,NehaKonwar2,Living the dreams 🦋,"Assam, India",32,5,2,900,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Adarniya PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.

Grateful to the people for this massive mandate. https://t.co/3fKsbUsoXt",['AssamMunicipalElection']
197,Harjind35133736,केजरीवाल सर,,2629,1855,95091,7,"Hence Proved #NarendraModi  is coward

#DarGayiBJP https://t.co/S6nCSRWiGb","['NarendraModi', 'DarGayiBJP']"
198,aparna_dubey_6,Social media pramukh Kanpur bundelkhand Kshetra,"Jhansi, India",149,240,1303,0,@SujataPadhyBJP @VanathiBJP @narendramodi @JPNadda @smritiirani @InduGoswamiBJP @deeptirawatbjp @GSukhpreet @gupta_rekha @DarshanaJardosh @dpradhanbjp @BJPMahilaMorcha Beautiful picture @OfficeofVanathi,[]
199,HemantaKrNeog,"| Proud Hindu | State Executive Member, BJP Assam | Ex- Gen Secy, Dibrugarh University PGSU | Ex-President, SCC of Assam | Ex- Member, SLAC, Govt of Assam|","Guwahati, Assam",7,231,2366,9,I offer my sincere gratitude to the the people of Assam for showering their blessings at the Municipality elections. We are driven by the vision of Honourable Prime Minister Shri @narendramodi ji and Hon'ble CM @himantabiswa ji dedicated for an all round development of the state. https://t.co/YPYMt2IvMq,[]
200,PramodBhaiPate6,"जय सनातन धर्म । जय हिन्दू राष्ट्र ।  जय अखंड भारत । मोदी जी , योगी जी , RSS समर्थक । 100%FB . KOO APP @pramod_bhai_patel",भारत,3386,2602,88620,35,"Do you know any country which has stringent effective updated laws but suffering from massive

corruption crime casteism communalism conversion poverty illiteracy unemployment maoism naxalism malnutrition seperatism radicalism linguism regionalism fundamentalism @narendramodi",[]
201,SriRudyBABA,"Founder of MyNation Hope Foundation [ https://t.co/9syLo7a5Fs] #AntiLegalTerrorist, Family Rights Activist, Social Worker, Philanthropist.",,256,1692,44330,4,"@SriRudyBABA @love_a_man @MyNation_net @rashtrapatibhvn @narendramodi @RahulGandhi @RajThakre09 @ThakreUddhav @ArvindKejriwal @BJP4India @INCIndia @theShivsena @RSS4India @AITCofficial @HMOIndia @ndtv @News24 @aajtak @ABPNewsTV @dna @republic @mid_day @mumbaimirror @Ani_News @BBC @nytimesworld @Independent @SkyNews @smritiirani @sharmarekha @SwatiJaiHind @fayedsouza @poojabeditweets @BDUTT @Nidhi @sagarikaghose @AnjaliB_ @MinistryWCD @NCWIndia @SheThePeople @sonal_mansingh @kapoors_s @dr_samirparikh @ManishJhaTweets @dr_chayanika @KirenRijiju @PMOIndia @DCsofIndia @cskkanu @myogiadityanath #CrimeByBharatkiLaxmi - 216

#CrimeHasNoGender
 #HelpMeMyNation
#AntiLegalTerrorismDay

#Rajasthan : Due to illicit relationship with FIL, #AblaNari killed her husband 

https://t.co/s0dR9KbwQf",[]
202,HemantaKrNeog,"| Proud Hindu | State Executive Member, BJP Assam | Ex- Gen Secy, Dibrugarh University PGSU | Ex-President, SCC of Assam | Ex- Member, SLAC, Govt of Assam|","Guwahati, Assam",7,231,2366,0,@PhanindranathS3 @narendramodi @himantabiswa Congratulations to all for tremendous Victory,[]
203,KararaJawab1,My father had to leave East Bengal... but I cannot give up on West Bengal. Life is for India... Heart is for Bengal.,,366,87,11063,2084,"I bow my head in gratitude to the people of Assam for the thumping victory of candidates from @BJP4Assam &amp; its allies in the municipal elections.

The victory reflects the public trust on our alliance guided by the visionary leadership of Adarniya PM Shri @narendramodi ji. https://t.co/AU5nOSDwfc",[]
204,chiragojha18,"प्रकृति प्रेमी,
 भारतीय सनातन संस्कृति पर गर्व ,
स्वयंसेवक ,
  दक्षिण भारतीय संस्कृति एवं कला प्रेमी",,478,62,3183,298,"We are seeing the very popular &amp; impactful scheme of our Hon PM Shri @narendramodi avl - Sukanya Samriddhi Scheme - being gifted by people nowadays

In Kanyakumari, Mandiakadu Temple function yday, the organizers had gifted this life changing scheme to many young girl children. https://t.co/4OgDZpUfDj",[]
205,terraaspen,"Bhaktgan, yaha naa aana",,87,169,41135,0,"@ShashiTharoor @narendramodi If you asked him to translate, he would need a Teleprompter.",[]
206,dr_jahanoor,"Medical & Health Officer-1
H&FW Deptt(A), Govt. of Assam",,167,19,573,16,"@mansukhmandviya @narendramodi #NEETPG2021REVISEDCUTOFF sir plz don't play with medico careers, please reduce cut off eligibility as you do it every year, it is our humble prayer.",['NEETPG2021REVISEDCUTOFF']
207,Hariom724380981,,,51,11,3687,2,"@UpscExtra @narendramodi_in VRAT FOR POST NOT FOR PATI
#UPSCExtraAttempt 
#ExtraAttemptForAll 
@PMOIndia @narendramodi @AmitShah  @DoptSecretary  @PIBHomeAffairs @RSSorg @DoPTGoI @DrJitendraSingh @rajnathsingh @smritiirani","['UPSCExtraAttempt', 'ExtraAttemptForAll']"
208,SonuOjha25,sports man  and student Msc chemistry honours,"Chapra, Bihar , India",4773,2558,119116,38,"India's ancient wisdom in global spotlight.

World's first &amp; only WHO Global Centre for Traditional Medicine to be set up in Gujarat.

Cabinet led by PM @NarendraModi ji approves setting up of centre to spread the power of our age-old medicine system.

📖 https://t.co/N8YAx1rCbm https://t.co/T02ldmJgvx",[]
209,gujju_thuglife,કેમ છો ? મજામાં ?,,30,1,785,121,The massive victory of the Bharatiya Janata Party in the Assam Municipal Elections shows the unwavering faith of the people of Assam in the PM Shri @narendramodi ji's development centric model of governance.,[]
210,Sathees_offl,,,638,541,40516,2614,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
211,Harjind35133736,केजरीवाल सर,,2629,1855,95091,20,"56 inch Prachaar Modi, fearing defeat in #MCDElections, stopped it altogether.  Woh Modi woh 
@narendramodi
@BJP4Delhi 
#DarGayiBJP",['MCDElections']
212,JanaBishwas,"Hooghly District TMCP Social Media.    AITC ✌✌✌...( @IndiaWantsMB) #FAM4TMC..Hooghly District Deputy Coordintor, @indiaWantsMB","WB, Hooghly, khanakul2 ",1863,1954,6798,29,"We will not let Modi ji put a 'roadblock' to our empowerment and equality mission! #DidiForPM 

#womeninpolitics #India #Politics #MamataBanerjee #AITC #khelahobe #modiji #godimedia #narendramodi https://t.co/DGhPIQAlse","['DidiForPM', 'womeninpolitics', 'India']"
213,sunil_polali,Citizen of the Universe,India,1163,275,11836,2614,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
214,Vinodsoyat,"🚩🚩जयतु जयतु हिन्दुराष्ट्रम् 🚩🚩 
🙏🏻हरि ॐ 🚩
I am 😎 Mathematics ✍️Lecturer by Profession.
🔝M. Sc (Maths) ✌M.A. ( Sanskrit) 🕺B.Ed 🚩 #जय_श्री_राम 🚩",,295,236,5224,175,"JusticeStillAwaited for a Global Sant Shri Asharamji Bapu. He is kept in jail since long time now. Whole nation is waiting that the judiciary comes out clean in taking decision towards His case. As He is purely innocent.
@narendramodi ji
Public Sab Jaanti Hai
#PublicKnowsTruth https://t.co/upfY81X5Le",[]
215,Shraddhayoga14,Yoga Teacher,India,2697,2657,84502,2614,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
216,madhuc430,"Nation First 🇮🇳 |
 Farmer | @bjp4narayanpet IT & Social Media Incharge | Cricket lover",Mahabubnagar,662,1420,42725,131,"Impetus To Road Infrastructure Development In #Telangana By The @NarendraModi Govt:

Under #BharatmalaPariyojna a budget outlay of ₹2146.86 Crore has been sanctioned for 4-Laning of Karimnagar and Warangal section of NH-563. https://t.co/wrWI53YMAC","['Telangana', 'BharatmalaPariyojna']"
217,NirmalP79093779,Student,,4,13,8853,131,"Impetus To Road Infrastructure Development In #Telangana By The @NarendraModi Govt:

Under #BharatmalaPariyojna a budget outlay of ₹2146.86 Crore has been sanctioned for 4-Laning of Karimnagar and Warangal section of NH-563. https://t.co/wrWI53YMAC","['Telangana', 'BharatmalaPariyojna']"
218,kattarahindu1,,,476,907,18130,126,"Today I had the opportunity to interact with Dr. M.M Anand, Chairman, Anand Group of Colleges and his son Shaurya Anand. We had an intellectual discussion on National Policy on Education launched by Hon'ble @narendramodi ji and also on modernizing the education sector in Punjab. https://t.co/3pCovZyZZb",[]
219,Shrikant_STPIB,Software Technology Parks of India Bengaluru-STPIB,"Bengaluru, India",230,401,215183,7,"@drmsecunderabad @drmsbc @GMSWR @gmscrailway @SCRailwayIndia @SWRRLY @RailMinIndia @JoshiPralhad @bhagwantkhuba @narendramodi @AshwiniVaishnaw @raosahebdanve 

Kindly look at crowd &amp; have some mercy on poor lives &amp; dont divert 16571/2 #Bidar-#YPR exp Via #Kalaburagi Run new train",[]
220,FatehchandS_Bjp,"Vasudhaiv Kutumbakam.राष्ट्र सर्वोपरि। स्वच्छ देश-स्वच्छ राजनीति। सबका साथ, सबका विकास,सबका विश्वास_ Member of Team BJP, politician, Social worker, Nation Lover",INDIA,54,563,22881,0,@narendramodi Congratulations all people's of Assam and @BJP4Assam  or Shri @himantabiswa jiChief minister of assam. ✌️,[]
221,Sonalkapa,"Proud Hindu. Indian 🇮🇳 first. Vegetarian. TWITTER IS WORSE THAN A DICTATOR. Retweets aren’t endorsements. Blocked by barkhaDutt, audreyTruschke",,549,281,29195,38,"India's ancient wisdom in global spotlight.

World's first &amp; only WHO Global Centre for Traditional Medicine to be set up in Gujarat.

Cabinet led by PM @NarendraModi ji approves setting up of centre to spread the power of our age-old medicine system.

📖 https://t.co/N8YAx1rCbm https://t.co/T02ldmJgvx",[]
222,AishaniAm,,,601,18,12658,2615,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
223,raj_hitlar,,,11,260,16282,568,"I congratulate all @BJP4Assam karyakartas &amp; leaders who worked tirelessly spreading the development ideals of Adarniya PM Shri @narendramodi ji.

This massive mandate for growth &amp; development will inspire us to pursue our agenda of progress with renewed vigour.

@JPNadda https://t.co/K3gNgMBUoM",[]
224,modiajay,,,64,19,249,2136,"Tomorrow History will be created under the leadership of PM @narendramodi!

Two trains will go full throttle for a HEAD ON COLLISION, with Railway Minister @AshwiniVaishnaw himself present in engine of one of the trains, to test India's indigenously developed technology KAVACH.",[]
225,rahuldevsharma6,"Former ABVP State Secretary.
Municipal Councilor ,Kathua(J&K).
chief Spokesperson BJP Kathua","Kathua, Jammu And Kashmir",88,75,409,0,"Mehak Paras Kour yesterday came back Kathua From Ukraine ,she and her entire family thanked to MoS @DrJitendraSingh ji and @narendramodi ji , https://t.co/JW25zpkfSX",[]
226,dhawanz,Work in progress | Inconvenience is deeply regretted,,962,1077,48047,43,PM @narendramodi is chairing a meeting to review the COVID-19 situation and public health response. https://t.co/kOIJjWBmmw,[]
